index,text,sentiment
6761, I have a friend who loves that spot. I want to go,positive
12913, in bucher`s class?! i cried too!,negative
24401, have your own style. it just might work.,positive
25996,   poor Stuart...    I was wondering where he was!  Moving day today!I expect a welcome cake or case neighbor .... hehehe,neutral
10223," Yeh yeh. I would switch to Cingular, but I have more friends on T-Mobile. Free minutes, yo.",neutral
16211,is very worried about sam  and wants to know he okay!,negative
14264,http://snipurl.com/hbp3g  Canalway Cavalcade over in `little venice` near Warwick Avenue - on today too,neutral
19394,The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI,positive
27093," I know! I can`t go either...it`s sad  She needs to come back to MI asap, haha",negative
14788,Working 12 hours saturday and sunday  atleast i`ll have my phone to keep me company..,neutral
3415,doesn`t get to see her fav5 today like planned,neutral
24555,is working 4 to close,neutral
11743,"This really sucks, I`m supposed to be home in a couple of days and I`m not  I hate borders and visa`s.",neutral
18522,What a bad day,negative
23146,"7 hours and many massages later, I can now spend time with my wife and son. It`s mother`s day ya`ll. Don`t forget to grab a gift or card.",neutral
14835,_ oh god i just watched it to!! did claire escape? AGAIN!!! it was really quite sad,negative
7322,**** i have something to say and no one is listening,negative
5448,"$67 for my books, no complaints. 67 more than i had plus i`m on book voucher!",neutral
3435,I finally went and found some of the songs we sang in church in Wellington online. Was easier than expected - yay Google!  #fb,positive
24682,Wave looks interesting. http://bit.ly/pvYYh  If we are going to live our lives so connected might as well be easy right? Google owns us.,positive
17557, eh..not sure daw guesting ni cha on monday,neutral
25994,TIGERS! WOO! YOU`RE MY BABY! omfg. cleveland was a blast. sleeping.,positive
2052,They never cease to amaze me.,positive
19517,my hsbc savings apy dropped to 1.55%. sort of feeling like pulling out all my money and keeping it underneath my mattress.,neutral
16618, its it done?,neutral
587, nice beta for easports still no news on the online for madden,neutral
5433,Happy Mother`s Day.....................I had a gr8 day with my kids & my MUM,positive
1018," thanks, i feel a lot better now.. but it hurt like hell!!!  good luck with the lousy student writing.",neutral
7584,is allergic to you...Oh NO!,negative
15087," they really do need to mind their own business, eating disorders are NOT the only reason people have to vomit, assholes",negative
17108,Fell off the wagon and had a Maccy`s!!,neutral
6016,Exploring Twitter`s world! me 2,neutral
1205,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,neutral
5721,HAPPY MOTHERS DAY MOM!,positive
17342,Playing hooky from work again so we can go see UP. I hope we get along.,positive
25818,We drove  summahkayy,neutral
18529," for cervical cancer, I have to get 2 more",neutral
23997,I wish I was going to see      today!! I`m sad I dont,negative
13110, i`m still thinking about that *FKC* meal I missed yesterday,negative
20511, ehhehehe thanks,positive
3599,_rashid reeeaaaally... why though??  ew i hate stockings,negative
11631, lol awesome i have randoms following me,positive
6666,I fall asleep and didnt get to see the jonas brothers web cast  ... Still tierd,negative
24234," youre not going, are you   ?",neutral
15697,oh the memories  ? http://blip.fm/~5yxd4,neutral
5841, Yea once - me and my friends flew out to amercia to see her w/ the Jonas brothers  . have u? haha i hate bebo :p . aw cant wait,neutral
1457,Watching the film Real Women Have Curves  Why are good films on in the middle of the night?,neutral
1495,watching crimson tide and eating apple sauce.,neutral
5570, it`s definitely worth it; art not withstanding  I hate moving; and hate packing even more..,negative
9368, ha ha surprisingly well considering!! Having a good time in the sun up in the mountains,positive
15341,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year,neutral
23552,Farewell dinner with my kimmy. Last time i`ll see her in a while,negative
19124,My Twitteeeerrr babiieshow Ive missed you  I hate this whole not having a phone thng,negative
22847,"i want to see go:audio, someone take me please?  5DAYS(L)",neutral
21667,"Morning everyone! Going to a gig now, then a run. Update you all later",neutral
17212,_one Could use GarageBand though it`s probably overkill.,negative
3949,and this stupid wireless wont work downstairs,negative
20493," I have a lot of Hell Yeah, and Rebel Meets Rebel (DAC + Pantera) and like 10 Pantera songs, I can`t find my Cowboys From Hell cd",neutral
4379,I`m going to obu for the night.,neutral
17677,Dude. everyone could. it wasn`t ment to be bad..,neutral
16880,_grubb Sweet... my friend Kevin is joining us (but I have his #). Look 4 the girl carrying a backpack & boulder pad.,neutral
18978,Done studying bout the earth,neutral
17656,_A4L Hey Anne! I stayed up 2 try 2 arrange 4 some NYC Archies 2 get tix 2 the concert. Logged off @ 2.30 but only fell asleep @ 5am,neutral
16353,just found two very moldy and squishy reasons why non cracker based foods aren`t allowed in the play room. When mom`s away...,neutral
12784,food...food...FOOD!,neutral
25853,grumble..weather man.. don`t know wtf they are talkin about.,negative
11988, i miss your dance friends too.,negative
21207,"63 days of summer holiday left, and they are going way too slow! When will school get here???",negative
19577,All moved in to our new apartment. So exciting,positive
13285,Okay I`m seriously bored. I have nothing to do. I can`t go out cause it`s raining.,negative
14927,"Woke up.. Walked out of my room, and a bug flew in my eye",neutral
15551,"Ugh im so tired and i hardly did anything but play with my niece, Im goin to bed Goodnight eveyone! <3",neutral
27102," No, but I missed you",negative
5488, I`m at work,neutral
2091,"GoodMorning. My Father`s going balistic, and I`d say more but I`d rather not get beat, so Have a Good Day, and please text me",neutral
1647,Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,positive
21451," ermm, more like a full black upper half.  and some a completley grey",neutral
25540,Stuck on NJ Transit for the past twenty minutes. Great way to start the week,neutral
9720,feels like **** whenever she lays down. @)(1+-`$#! I hate heartburn & backaches!,negative
11401,Irony: Inventor of Ford Mustang can`t keep his car   http://tinyurl.com/lpmvtk via :,negative
13152, Lucky. Winter is coming for us,positive
4," Sons of ****, why couldn`t they put them on the releases we already bought",negative
19014,Having Margaritas w/ mommie...what a great combo!,positive
17960,I`m nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...,negative
16231,"What to do this weekend, what to do. Don`t think I`ll be making it to Michigan for The Wonder Years.",neutral
3858, i have to work tonight.  *M*,neutral
15862,"Happy Mother`s Day to all the Mom`s out there, but especially to my wonderfuly Mommy",positive
22027,"I`m going through withdrawls,  missing someone!!!!",negative
20166, just a concert i can`t go to due to trials,neutral
22121,is feeling waaay too cruisey and relaxed for a Monday evening...  oh wait..  that`s just wine before dinner...,positive
11812, aww  I wish there was sun out here. Then I can get a tan!!!!  (walks it out) go meee go meeee,positive
11810,Thanking god for after elton for allowing me to see the new TW trailer since work blocked youtube and lj,positive
12558,"It`s great to be home! Temp is chill, cat is great and I feel awesome",positive
18443,Gdnight Tweeters (: Night  sleep tight and don`t steal my blankets  Otay! I love YOUS,positive
6739, so our bums really do look big it this,neutral
25891,just got back home with my disappointing report card,negative
24089, - i sure hope so  it was worth it for me too  loveu.,positive
19457,Dreading the weekly grocery shopping.,negative
21992,someone has hacked into my emails!! **** off!!,negative
24127,I need a bigger mp3 player... even if it pains me to say it,negative
25970, movie out today but i cant go see it,negative
10015,my twitter looks funny  someone help!,negative
5439,trying to upload one thousand photos!!,neutral
12399,9100 tweets....just living the rockstar life one tweet at a time.,neutral
5861,has found that old familiar feeling again.,positive
19161,Had the hottest and stressiest day at work  f the area manager. So happy to be going home!,neutral
8789,i would like some macaroni and cheese please....no?,neutral
20326,"Euh, got LDAP Schema Error  Why oh Why",negative
23990,"aww i can`t believe that wee girl on bgt was crying, it was so sad",negative
20529,happy mothers day. ekin sayang mak!!!,positive
604,Sooo.....I`m kinda o sick n tired of the bs that guys dish out  !!!!!!!!,negative
20151,last day at Adobe  buuuut I just registered for online tech writing course!,neutral
8683,"Poor Greg  stupid UK, always doing the sympathy vote. xo",negative
11557,WH Correspondant`s Dinner Rocked! Wanda Sykes was hilarious and Obama wasn`t too bad  Happy Mother`s Day to all the mom`s out there......,positive
20037,"Omg, someone just left me a voicemail at work    ffs let me have a day off",neutral
22043,back to work.. with no distractions..,positive
14437,"_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again",negative
16780,save me--i feel like i`m going crazy.  ? http://blip.fm/~5z193,negative
2576,  caught me at lunch today... you were correct of he stalking me,positive
14190,is  wishing work was done soon  <3,positive
